gameid,tourneyid,tie,winnerid,winnername,winnerscore,winneroldrating,winnernewrating,winnerpos,loserid,losername,loserscore,loseroldrating,losernewrating,loserpos,round,division,date,lexicon
3432,13,False,1814,Ray Smith,0,1547,1620,3,524,Susan Love,0,1556,1486,15,4,2,1999-01-15,False
3433,13,False,1814,Ray Smith,0,1547,1620,3,1924,Cheryl Palmer,0,1337,1291,25,5,2,1999-01-15,False
3434,13,False,1814,Ray Smith,0,1547,1620,3,1456,Shirley Ritz,0,1468,1497,12,7,2,1999-01-15,False
3435,13,False,1814,Ray Smith,0,1547,1620,3,1036,Betty Cornelison,0,1509,1541,7,8,2,1999-01-15,False
3436,13,False,1814,Ray Smith,0,1547,1620,3,1591,Jason Sommer,0,1713,1715,1,9,2,1999-01-15,False
3437,13,False,1814,Ray Smith,0,1547,1620,3,3770,Renee Jones,0,1341,1374,13,10,2,1999-01-15,False
3438,13,False,1814,Ray Smith,0,1547,1620,3,2792,Don Malcolm,0,1625,1637,6,13,2,1999-01-15,False
3439,13,False,1814,Ray Smith,0,1547,1620,3,2320,Pat Burnham,0,1254,1319,11,14,2,1999-01-15,False
3440,13,False,1814,Ray Smith,0,1547,1620,3,904,Tim Anglin,0,1755,1726,5,15,2,1999-01-15,False
3441,13,False,1814,Ray Smith,0,1547,1620,3,1036,Betty Cornelison,0,1509,1541,7,16,2,1999-01-15,False
3442,13,False,1851,Sal Dijamco,0,1788,1809,6,586,Robert Linn,0,1825,1805,9,1,1,1999-01-15,False
3443,13,False,1851,Sal Dijamco,0,1788,1809,6,3013,Larry Rand,0,1886,1850,11,4,1,1999-01-15,False
3444,13,False,1851,Sal Dijamco,0,1788,1809,6,1059,Karen Merrill,0,1753,1733,16,5,1,1999-01-15,False
3445,13,False,1851,Sal Dijamco,0,1788,1809,6,44,Paul Avrin,0,1755,1769,8,6,1,1999-01-15,False
3446,13,False,1851,Sal Dijamco,413,1788,1809,6,33,Joey Mallick,407,1879,1881,2,10,1,1999-01-15,False
3447,13,False,1851,Sal Dijamco,0,1788,1809,6,2072,Rita Dady,0,1661,1634,17,12,1,1999-01-15,False
3448,13,False,1851,Sal Dijamco,0,1788,1809,6,238,Stuart Goldman,0,1728,1797,4,13,1,1999-01-15,False
3449,13,False,1851,Sal Dijamco,0,1788,1809,6,3039,Norma Fisher,0,1726,1736,13,15,1,1999-01-15,False
3450,13,False,1851,Sal Dijamco,0,1788,1809,6,3013,Larry Rand,0,1886,1850,11,16,1,1999-01-15,False
3451,13,False,1924,Cheryl Palmer,0,1337,1291,25,3772,Jack Jones,0,1301,1318,17,8,2,1999-01-15,False
3452,13,False,1924,Cheryl Palmer,0,1337,1291,25,17121,Dane Barnhard,0,1560,1470,19,9,2,1999-01-15,False
3453,13,False,1924,Cheryl Palmer,0,1337,1291,25,1041,Elizabeth Wood,0,1354,1324,22,12,2,1999-01-15,False
3454,13,False,1924,Cheryl Palmer,0,1337,1291,25,8,Alan Whitman,0,1276,1270,26,14,2,1999-01-15,False
3455,13,False,1924,Cheryl Palmer,0,1337,1291,25,1074,Julia Bogle,0,1386,1291,28,16,2,1999-01-15,False
3456,13,False,2072,Rita Dady,0,1661,1634,17,1062,Eleanor Traeg,0,1662,1712,12,7,1,1999-01-15,False
3457,13,False,2072,Rita Dady,0,1661,1634,17,85,Tom Kelly,0,1736,1671,18,10,1,1999-01-15,False
3458,13,False,2072,Rita Dady,0,1661,1634,17,1587,Roy Kamen,0,1768,1779,7,11,1,1999-01-15,False
3459,13,False,2072,Rita Dady,0,1661,1634,17,582,Rita Provost,0,1949,1890,10,15,1,1999-01-15,False
3460,13,False,2081,Chani Katz,0,1797,1772,14,9624,Jeff Widergren,0,1894,1883,3,4,1,1999-01-15,False
3461,13,False,2081,Chani Katz,0,1797,1772,14,2072,Rita Dady,0,1661,1634,17,5,1,1999-01-15,False
3462,13,False,2081,Chani Katz,0,1797,1772,14,1851,Sal Dijamco,0,1788,1809,6,8,1,1999-01-15,False
3463,13,False,2081,Chani Katz,0,1797,1772,14,44,Paul Avrin,0,1755,1769,8,11,1,1999-01-15,False
3464,13,False,2081,Chani Katz,0,1797,1772,14,85,Tom Kelly,0,1736,1671,18,13,1,1999-01-15,False
3465,13,False,2081,Chani Katz,0,1797,1772,14,1587,Roy Kamen,0,1768,1779,7,14,1,1999-01-15,False
3466,13,False,2081,Chani Katz,0,1797,1772,14,1059,Karen Merrill,0,1753,1733,16,16,1,1999-01-15,False
3467,13,False,2094,Richard Joseph,0,1440,1403,20,1924,Cheryl Palmer,0,1337,1291,25,1,2,1999-01-15,False
3468,13,False,2094,Richard Joseph,0,1440,1403,20,1603,Tim Wise,0,1232,1224,27,3,2,1999-01-15,False
3469,13,False,2094,Richard Joseph,0,1440,1403,20,1447,Jeff Potts,0,1747,1703,8,5,2,1999-01-15,False
3470,13,False,2094,Richard Joseph,0,1440,1403,20,1460,Jim W Fischer,0,1686,1622,10,6,2,1999-01-15,False
3471,13,False,2094,Richard Joseph,0,1440,1403,20,3772,Jack Jones,0,1301,1318,17,9,2,1999-01-15,False
3472,13,False,2094,Richard Joseph,0,1440,1403,20,1038,Irene Averell,0,1197,1196,24,15,2,1999-01-15,False
3473,13,False,2319,Robert Smith,0,1411,1504,4,2320,Pat Burnham,0,1254,1319,11,1,2,1999-01-15,False
3474,13,False,2319,Robert Smith,0,1411,1504,4,1041,Elizabeth Wood,0,1354,1324,22,2,2,1999-01-15,False
3475,13,False,2319,Robert Smith,0,1411,1504,4,17121,Dane Barnhard,0,1560,1470,19,3,2,1999-01-15,False
3476,13,False,2319,Robert Smith,0,1411,1504,4,1038,Irene Averell,0,1197,1196,24,4,2,1999-01-15,False
3477,13,False,2319,Robert Smith,0,1411,1504,4,3770,Renee Jones,0,1341,1374,13,5,2,1999-01-15,False
3478,13,False,2319,Robert Smith,0,1411,1504,4,8,Alan Whitman,0,1276,1270,26,7,2,1999-01-15,False
3479,13,False,2319,Robert Smith,0,1411,1504,4,712,Barbara Platt,0,1326,1327,23,10,2,1999-01-15,False
3480,13,False,2319,Robert Smith,0,1411,1504,4,2094,Richard Joseph,0,1440,1403,20,11,2,1999-01-15,False
3481,13,False,2319,Robert Smith,0,1411,1504,4,1447,Jeff Potts,0,1747,1703,8,12,2,1999-01-15,False
3482,13,False,2319,Robert Smith,0,1411,1504,4,904,Tim Anglin,0,1755,1726,5,14,2,1999-01-15,False
3483,13,False,2319,Robert Smith,0,1411,1504,4,2792,Don Malcolm,0,1625,1637,6,15,2,1999-01-15,False
3484,13,True,2320,Pat Burnham,0,1254,1319,11,1074,Julia Bogle,0,1386,1291,28,6,2,1999-01-15,False
3485,13,False,2320,Pat Burnham,0,1254,1319,11,3770,Renee Jones,0,1341,1374,13,7,2,1999-01-15,False
3486,13,False,2320,Pat Burnham,0,1254,1319,11,1603,Tim Wise,0,1232,1224,27,8,2,1999-01-15,False
3487,13,False,2320,Pat Burnham,0,1254,1319,11,699,Jesse Wornum,0,1449,1431,14,9,2,1999-01-15,False
3488,13,False,2320,Pat Burnham,0,1254,1319,11,1038,Irene Averell,0,1197,1196,24,11,2,1999-01-15,False
3489,13,False,2320,Pat Burnham,0,1254,1319,11,22050,Jane Fischer,0,1136,1222,18,12,2,1999-01-15,False
3490,13,False,2320,Pat Burnham,0,1254,1319,11,1924,Cheryl Palmer,0,1337,1291,25,13,2,1999-01-15,False
3491,13,False,2320,Pat Burnham,0,1254,1319,11,524,Susan Love,0,1556,1486,15,15,2,1999-01-15,False
3492,13,False,2320,Pat Burnham,0,1254,1319,11,1388,Ossie Mair,0,1323,1376,16,16,2,1999-01-15,False
3493,13,False,2504,Kitty Yamauchi,0,935,969,5,3023,Ruth Barr,0,1001,1039,3,1,4,1999-01-15,False
3494,13,False,2504,Kitty Yamauchi,0,935,969,5,1754,Gonya Matheu,0,717,699,10,2,4,1999-01-15,False
3495,13,False,2504,Kitty Yamauchi,0,935,969,5,1095,Regina Wilhite,0,940,905,8,4,4,1999-01-15,False
3496,13,False,2504,Kitty Yamauchi,0,935,969,5,5940,Sunday Butler,0,984,859,9,5,4,1999-01-15,False
3497,13,False,2504,Kitty Yamauchi,0,935,969,5,1271,Judith Whitcomb,0,1030,1014,4,6,4,1999-01-15,False
3498,13,False,2504,Kitty Yamauchi,0,935,969,5,19096,Grace Harris,0,896,904,7,7,4,1999-01-15,False
3499,13,False,2504,Kitty Yamauchi,0,935,969,5,11,Paula Catanese,0,956,938,6,9,4,1999-01-15,False
3500,13,False,2504,Kitty Yamauchi,0,935,969,5,19096,Grace Harris,0,896,904,7,10,4,1999-01-15,False
3501,13,False,2504,Kitty Yamauchi,0,935,969,5,5940,Sunday Butler,0,984,859,9,15,4,1999-01-15,False
3502,13,False,2792,Don Malcolm,0,1625,1637,6,1603,Tim Wise,0,1232,1224,27,1,2,1999-01-15,False
3503,13,False,2792,Don Malcolm,0,1625,1637,6,1074,Julia Bogle,0,1386,1291,28,2,2,1999-01-15,False
3504,13,False,2792,Don Malcolm,0,1625,1637,6,1456,Shirley Ritz,0,1468,1497,12,3,2,1999-01-15,False
3505,13,False,2792,Don Malcolm,0,1625,1637,6,17121,Dane Barnhard,0,1560,1470,19,4,2,1999-01-15,False
3506,13,False,2792,Don Malcolm,0,1625,1637,6,8,Alan Whitman,0,1276,1270,26,5,2,1999-01-15,False
3507,13,False,2792,Don Malcolm,0,1625,1637,6,3770,Renee Jones,0,1341,1374,13,8,2,1999-01-15,False
3508,13,False,2792,Don Malcolm,0,1625,1637,6,712,Barbara Platt,0,1326,1327,23,9,2,1999-01-15,False
3509,13,False,2792,Don Malcolm,0,1625,1637,6,2094,Richard Joseph,0,1440,1403,20,10,2,1999-01-15,False
3510,13,False,2792,Don Malcolm,0,1625,1637,6,1591,Jason Sommer,0,1713,1715,1,11,2,1999-01-15,False
3511,13,False,2792,Don Malcolm,0,1625,1637,6,1036,Betty Cornelison,0,1509,1541,7,12,2,1999-01-15,False
3512,13,False,2792,Don Malcolm,0,1625,1637,6,1447,Jeff Potts,0,1747,1703,8,16,2,1999-01-15,False
3513,13,False,2886,David Filippi,0,1167,1235,1,1819,Joanne Smith,0,1176,1135,11,1,3,1999-01-15,False
3514,13,False,2886,David Filippi,0,1167,1235,1,4372,Letty Dolphin,0,626,654,16,3,3,1999-01-15,False
3515,13,False,2886,David Filippi,0,1167,1235,1,4371,Betty Isbell,0,1063,1034,13,4,3,1999-01-15,False
3516,13,False,2886,David Filippi,0,1167,1235,1,1049,Gregg Wood,0,1071,1027,14,6,3,1999-01-15,False
3517,13,False,2886,David Filippi,0,1167,1235,1,865,Justine Zollinger,0,1150,1205,5,7,3,1999-01-15,False
3518,13,False,2886,David Filippi,0,1167,1235,1,701,Jacqueline Stewart,0,1152,1144,8,8,3,1999-01-15,False
3519,13,False,2886,David Filippi,0,1167,1235,1,1046,B A Toole,0,951,945,15,11,3,1999-01-15,False
3520,13,False,2886,David Filippi,0,1167,1235,1,3538,Alfredo B Calubiran,0,1147,1140,9,12,3,1999-01-15,False
3521,13,False,2886,David Filippi,0,1167,1235,1,28,Cynthia Ho,0,1113,1102,10,13,3,1999-01-15,False
3522,13,False,2886,David Filippi,0,1167,1235,1,1602,Rosemary Ryan,0,1136,1090,12,14,3,1999-01-15,False
3523,13,False,2886,David Filippi,0,1167,1235,1,534,Alan Love,0,1165,1171,7,15,3,1999-01-15,False
3524,13,False,2886,David Filippi,0,1167,1235,1,1269,Robert Whitcomb,0,1265,1269,4,16,3,1999-01-15,False
3525,13,False,3013,Larry Rand,0,1886,1850,11,586,Robert Linn,0,1825,1805,9,2,1,1999-01-15,False
3526,13,False,3013,Larry Rand,0,1886,1850,11,582,Rita Provost,0,1949,1890,10,5,1,1999-01-15,False
3527,13,False,3013,Larry Rand,0,1886,1850,11,1587,Roy Kamen,0,1768,1779,7,7,1,1999-01-15,False
3528,13,False,3013,Larry Rand,0,1886,1850,11,344,Ira Cohen,0,1875,1910,1,8,1,1999-01-15,False
3529,13,False,3013,Larry Rand,0,1886,1850,11,3039,Norma Fisher,0,1726,1736,13,11,1,1999-01-15,False
3530,13,False,3013,Larry Rand,0,1886,1850,11,85,Tom Kelly,0,1736,1671,18,12,1,1999-01-15,False
3531,13,False,3013,Larry Rand,0,1886,1850,11,676,Siri Tillekeratne,0,1633,1675,15,13,1,1999-01-15,False
3532,13,False,3013,Larry Rand,0,1886,1850,11,2072,Rita Dady,0,1661,1634,17,14,1,1999-01-15,False
3533,13,False,3023,Ruth Barr,0,1001,1039,3,1095,Regina Wilhite,0,940,905,8,2,4,1999-01-15,False
3534,13,False,3023,Ruth Barr,0,1001,1039,3,19096,Grace Harris,0,896,904,7,5,4,1999-01-15,False
3535,13,False,3023,Ruth Barr,0,1001,1039,3,11,Paula Catanese,0,956,938,6,7,4,1999-01-15,False
3536,13,False,3023,Ruth Barr,0,1001,1039,3,4376,Kimo Ahyun,0,1062,1101,2,8,4,1999-01-15,False
3537,13,False,3023,Ruth Barr,0,1001,1039,3,1754,Gonya Matheu,0,717,699,10,9,4,1999-01-15,False
3538,13,False,3023,Ruth Barr,0,1001,1039,3,11,Paula Catanese,0,956,938,6,10,4,1999-01-15,False
3539,13,False,3023,Ruth Barr,0,1001,1039,3,1754,Gonya Matheu,0,717,699,10,11,4,1999-01-15,False
3540,13,False,3023,Ruth Barr,0,1001,1039,3,4376,Kimo Ahyun,0,1062,1101,2,12,4,1999-01-15,False
3541,13,False,3023,Ruth Barr,0,1001,1039,3,2504,Kitty Yamauchi,0,935,969,5,13,4,1999-01-15,False
3542,13,False,3023,Ruth Barr,0,1001,1039,3,1095,Regina Wilhite,0,940,905,8,15,4,1999-01-15,False
3543,13,False,3023,Ruth Barr,0,1001,1039,3,2504,Kitty Yamauchi,0,935,969,5,16,4,1999-01-15,False
3544,13,False,3039,Norma Fisher,0,1726,1736,13,2081,Chani Katz,0,1797,1772,14,3,1,1999-01-15,False
3545,13,False,3039,Norma Fisher,0,1726,1736,13,2072,Rita Dady,0,1661,1634,17,4,1,1999-01-15,False
3546,13,False,3039,Norma Fisher,0,1726,1736,13,5,Dennis Kaiser,0,1819,1842,5,5,1,1999-01-15,False
3547,13,False,3039,Norma Fisher,0,1726,1736,13,1587,Roy Kamen,0,1768,1779,7,6,1,1999-01-15,False
3548,13,False,3039,Norma Fisher,0,1726,1736,13,344,Ira Cohen,0,1875,1910,1,7,1,1999-01-15,False
3549,13,False,3039,Norma Fisher,0,1726,1736,13,582,Rita Provost,0,1949,1890,10,10,1,1999-01-15,False
3550,13,False,3039,Norma Fisher,0,1726,1736,13,586,Robert Linn,0,1825,1805,9,13,1,1999-01-15,False
3551,13,False,3085,Teri Tetreault,0,1520,1533,9,1041,Elizabeth Wood,0,1354,1324,22,3,2,1999-01-15,False
3552,13,False,3085,Teri Tetreault,0,1520,1533,9,8,Alan Whitman,0,1276,1270,26,4,2,1999-01-15,False
3553,13,False,3085,Teri Tetreault,0,1520,1533,9,2792,Don Malcolm,0,1625,1637,6,6,2,1999-01-15,False
3554,13,False,3085,Teri Tetreault,0,1520,1533,9,1388,Ossie Mair,0,1323,1376,16,9,2,1999-01-15,False
3555,13,False,3085,Teri Tetreault,0,1520,1533,9,2320,Pat Burnham,0,1254,1319,11,10,2,1999-01-15,False
3556,13,False,3085,Teri Tetreault,0,1520,1533,9,1814,Ray Smith,0,1547,1620,3,11,2,1999-01-15,False
3557,13,False,3085,Teri Tetreault,0,1520,1533,9,712,Barbara Platt,0,1326,1327,23,12,2,1999-01-15,False
3558,13,False,3085,Teri Tetreault,0,1520,1533,9,1447,Jeff Potts,0,1747,1703,8,13,2,1999-01-15,False
3559,13,False,3085,Teri Tetreault,0,1520,1533,9,524,Susan Love,0,1556,1486,15,14,2,1999-01-15,False
3560,13,False,3085,Teri Tetreault,0,1520,1533,9,1456,Shirley Ritz,0,1468,1497,12,16,2,1999-01-15,False
3561,13,False,19096,Grace Harris,0,896,904,7,562,Vince Castellano,0,996,1124,1,3,4,1999-01-15,False
3562,13,False,19096,Grace Harris,0,896,904,7,1095,Regina Wilhite,0,940,905,8,8,4,1999-01-15,False
3563,13,False,19096,Grace Harris,0,896,904,7,5940,Sunday Butler,0,984,859,9,9,4,1999-01-15,False
3564,13,False,19096,Grace Harris,0,896,904,7,562,Vince Castellano,0,996,1124,1,11,4,1999-01-15,False
3565,13,False,19096,Grace Harris,0,896,904,7,1754,Gonya Matheu,0,717,699,10,12,4,1999-01-15,False
3566,13,False,19096,Grace Harris,0,896,904,7,5940,Sunday Butler,0,984,859,9,13,4,1999-01-15,False
3567,13,False,19096,Grace Harris,0,896,904,7,1095,Regina Wilhite,0,940,905,8,14,4,1999-01-15,False
3568,13,False,3538,Alfredo B Calubiran,0,1147,1140,9,12,Pat Diener,0,1225,1269,2,2,3,1999-01-15,False
3569,13,False,3538,Alfredo B Calubiran,0,1147,1140,9,1046,B A Toole,0,951,945,15,3,3,1999-01-15,False
3570,13,False,3538,Alfredo B Calubiran,0,1147,1140,9,1819,Joanne Smith,0,1176,1135,11,8,3,1999-01-15,False
3571,13,False,3538,Alfredo B Calubiran,0,1147,1140,9,4367,George McCready,0,1247,1238,6,9,3,1999-01-15,False
3572,13,False,3538,Alfredo B Calubiran,0,1147,1140,9,4372,Letty Dolphin,0,626,654,16,10,3,1999-01-15,False
3573,13,False,3538,Alfredo B Calubiran,0,1147,1140,9,1049,Gregg Wood,0,1071,1027,14,13,3,1999-01-15,False
3574,13,False,3538,Alfredo B Calubiran,0,1147,1140,9,865,Justine Zollinger,0,1150,1205,5,14,3,1999-01-15,False
3575,13,False,3538,Alfredo B Calubiran,0,1147,1140,9,701,Jacqueline Stewart,0,1152,1144,8,15,3,1999-01-15,False
3576,13,False,3770,Renee Jones,0,1341,1374,13,1041,Elizabeth Wood,0,1354,1324,22,1,2,1999-01-15,False
3577,13,False,3770,Renee Jones,0,1341,1374,13,17121,Dane Barnhard,0,1560,1470,19,2,2,1999-01-15,False
3578,13,False,3770,Renee Jones,0,1341,1374,13,1038,Irene Averell,0,1197,1196,24,3,2,1999-01-15,False
3579,13,False,3770,Renee Jones,0,1341,1374,13,8,Alan Whitman,0,1276,1270,26,6,2,1999-01-15,False
3580,13,False,3770,Renee Jones,0,1341,1374,13,4366,Judith Shipman,0,1256,1280,21,11,2,1999-01-15,False
3581,13,False,3770,Renee Jones,0,1341,1374,13,524,Susan Love,0,1556,1486,15,12,2,1999-01-15,False
3582,13,False,3770,Renee Jones,0,1341,1374,13,2094,Richard Joseph,0,1440,1403,20,14,2,1999-01-15,False
3583,13,False,3770,Renee Jones,0,1341,1374,13,22050,Jane Fischer,0,1136,1222,18,16,2,1999-01-15,False
3584,13,False,3772,Jack Jones,0,1301,1318,17,699,Jesse Wornum,0,1449,1431,14,4,2,1999-01-15,False
3585,13,False,3772,Jack Jones,0,1301,1318,17,1038,Irene Averell,0,1197,1196,24,5,2,1999-01-15,False
3586,13,False,3772,Jack Jones,0,1301,1318,17,712,Barbara Platt,0,1326,1327,23,7,2,1999-01-15,False
3587,13,False,3772,Jack Jones,0,1301,1318,17,1603,Tim Wise,0,1232,1224,27,12,2,1999-01-15,False
3588,13,False,3772,Jack Jones,0,1301,1318,17,1074,Julia Bogle,0,1386,1291,28,13,2,1999-01-15,False
3589,13,False,3772,Jack Jones,0,1301,1318,17,4366,Judith Shipman,0,1256,1280,21,14,2,1999-01-15,False
3590,13,False,3772,Jack Jones,0,1301,1318,17,2094,Richard Joseph,0,1440,1403,20,16,2,1999-01-15,False
3591,13,False,4366,Judith Shipman,0,1256,1280,21,1924,Cheryl Palmer,0,1337,1291,25,3,2,1999-01-15,False
3592,13,False,4366,Judith Shipman,0,1256,1280,21,2094,Richard Joseph,0,1440,1403,20,7,2,1999-01-15,False
3593,13,False,4366,Judith Shipman,0,1256,1280,21,1038,Irene Averell,0,1197,1196,24,9,2,1999-01-15,False
3594,13,False,4366,Judith Shipman,0,1256,1280,21,1074,Julia Bogle,0,1386,1291,28,12,2,1999-01-15,False
3595,13,False,4366,Judith Shipman,0,1256,1280,21,1041,Elizabeth Wood,0,1354,1324,22,13,2,1999-01-15,False
3596,13,False,4366,Judith Shipman,0,1256,1280,21,712,Barbara Platt,0,1326,1327,23,16,2,1999-01-15,False
3597,13,False,4367,George McCready,0,1247,1238,6,4371,Betty Isbell,0,1063,1034,13,1,3,1999-01-15,False
3598,13,False,4367,George McCready,0,1247,1238,6,2886,David Filippi,0,1167,1235,1,2,3,1999-01-15,False
3599,13,False,4367,George McCready,0,1247,1238,6,1049,Gregg Wood,0,1071,1027,14,3,3,1999-01-15,False
3600,13,False,4367,George McCready,0,1247,1238,6,865,Justine Zollinger,0,1150,1205,5,4,3,1999-01-15,False
3601,13,False,4367,George McCready,0,1247,1238,6,12,Pat Diener,0,1225,1269,2,7,3,1999-01-15,False
3602,13,False,4367,George McCready,0,1247,1238,6,28,Cynthia Ho,0,1113,1102,10,10,3,1999-01-15,False
3603,13,False,4367,George McCready,0,1247,1238,6,1602,Rosemary Ryan,0,1136,1090,12,11,3,1999-01-15,False
3604,13,False,4367,George McCready,0,1247,1238,6,1819,Joanne Smith,0,1176,1135,11,13,3,1999-01-15,False
3605,13,False,4367,George McCready,0,1247,1238,6,4372,Letty Dolphin,0,626,654,16,15,3,1999-01-15,False
3606,13,False,4367,George McCready,0,1247,1238,6,865,Justine Zollinger,0,1150,1205,5,16,3,1999-01-15,False
3607,13,False,4371,Betty Isbell,0,1063,1034,13,4372,Letty Dolphin,0,626,654,16,2,3,1999-01-15,False
3608,13,False,4371,Betty Isbell,0,1063,1034,13,1046,B A Toole,0,951,945,15,10,3,1999-01-15,False
3609,13,False,4371,Betty Isbell,0,1063,1034,13,3538,Alfredo B Calubiran,0,1147,1140,9,11,3,1999-01-15,False
3610,13,False,4371,Betty Isbell,0,1063,1034,13,28,Cynthia Ho,0,1113,1102,10,12,3,1999-01-15,False
3611,13,False,4371,Betty Isbell,0,1063,1034,13,1602,Rosemary Ryan,0,1136,1090,12,13,3,1999-01-15,False
3612,13,False,4372,Letty Dolphin,0,626,654,16,701,Jacqueline Stewart,0,1152,1144,8,6,3,1999-01-15,False
3613,13,False,4372,Letty Dolphin,0,626,654,16,28,Cynthia Ho,0,1113,1102,10,11,3,1999-01-15,False
3614,13,False,4515,William Lincoln III Palmer,0,1291,1286,3,4372,Letty Dolphin,0,626,654,16,1,3,1999-01-15,False
3615,13,False,4515,William Lincoln III Palmer,0,1291,1286,3,1046,B A Toole,0,951,945,15,2,3,1999-01-15,False
3616,13,False,4515,William Lincoln III Palmer,0,1291,1286,3,4371,Betty Isbell,0,1063,1034,13,3,3,1999-01-15,False
3617,13,False,4515,William Lincoln III Palmer,0,1291,1286,3,3538,Alfredo B Calubiran,0,1147,1140,9,4,3,1999-01-15,False
3618,13,False,4515,William Lincoln III Palmer,0,1291,1286,3,2886,David Filippi,0,1167,1235,1,5,3,1999-01-15,False
3619,13,False,4515,William Lincoln III Palmer,0,1291,1286,3,28,Cynthia Ho,0,1113,1102,10,6,3,1999-01-15,False
3620,13,False,4515,William Lincoln III Palmer,0,1291,1286,3,1602,Rosemary Ryan,0,1136,1090,12,8,3,1999-01-15,False
3621,13,False,4515,William Lincoln III Palmer,0,1291,1286,3,701,Jacqueline Stewart,0,1152,1144,8,11,3,1999-01-15,False
3622,13,False,4515,William Lincoln III Palmer,0,1291,1286,3,1819,Joanne Smith,0,1176,1135,11,12,3,1999-01-15,False
3623,13,False,4515,William Lincoln III Palmer,0,1291,1286,3,4367,George McCready,0,1247,1238,6,14,3,1999-01-15,False
3624,13,False,4515,William Lincoln III Palmer,0,1291,1286,3,12,Pat Diener,0,1225,1269,2,15,3,1999-01-15,False
3625,13,False,17121,Dane Barnhard,0,1560,1470,19,2320,Pat Burnham,0,1254,1319,11,5,2,1999-01-15,False
3626,13,False,17121,Dane Barnhard,0,1560,1470,19,1041,Elizabeth Wood,0,1354,1324,22,6,2,1999-01-15,False
3627,13,False,17121,Dane Barnhard,0,1560,1470,19,3772,Jack Jones,0,1301,1318,17,10,2,1999-01-15,False
3628,13,False,17121,Dane Barnhard,0,1560,1470,19,1038,Irene Averell,0,1197,1196,24,12,2,1999-01-15,False
3629,13,False,17121,Dane Barnhard,0,1560,1470,19,8,Alan Whitman,0,1276,1270,26,13,2,1999-01-15,False
3630,13,False,17121,Dane Barnhard,0,1560,1470,19,712,Barbara Platt,0,1326,1327,23,14,2,1999-01-15,False
3631,13,False,17121,Dane Barnhard,0,1560,1470,19,4366,Judith Shipman,0,1256,1280,21,15,2,1999-01-15,False
3632,13,False,1819,Joanne Smith,0,1176,1135,11,1049,Gregg Wood,0,1071,1027,14,2,3,1999-01-15,False
3633,13,False,1819,Joanne Smith,0,1176,1135,11,1046,B A Toole,0,951,945,15,7,3,1999-01-15,False
3634,13,False,1819,Joanne Smith,0,1176,1135,11,1602,Rosemary Ryan,0,1136,1090,12,10,3,1999-01-15,False
3635,13,False,1819,Joanne Smith,0,1176,1135,11,534,Alan Love,0,1165,1171,7,11,3,1999-01-15,False
3636,13,False,1819,Joanne Smith,0,1176,1135,11,4372,Letty Dolphin,0,626,654,16,14,3,1999-01-15,False
3637,13,False,1819,Joanne Smith,0,1176,1135,11,4371,Betty Isbell,0,1063,1034,13,15,3,1999-01-15,False
3638,13,False,1819,Joanne Smith,0,1176,1135,11,4371,Betty Isbell,0,1063,1034,13,16,3,1999-01-15,False
3639,13,False,4376,Kimo Ahyun,0,1062,1101,2,1754,Gonya Matheu,0,717,699,10,1,4,1999-01-15,False
3640,13,False,4376,Kimo Ahyun,0,1062,1101,2,19096,Grace Harris,0,896,904,7,2,4,1999-01-15,False
3641,13,False,4376,Kimo Ahyun,0,1062,1101,2,2504,Kitty Yamauchi,0,935,969,5,3,4,1999-01-15,False
3642,13,False,4376,Kimo Ahyun,0,1062,1101,2,1095,Regina Wilhite,0,940,905,8,5,4,1999-01-15,False
3643,13,False,4376,Kimo Ahyun,0,1062,1101,2,11,Paula Catanese,0,956,938,6,6,4,1999-01-15,False
3644,13,False,4376,Kimo Ahyun,0,1062,1101,2,5940,Sunday Butler,0,984,859,9,7,4,1999-01-15,False
3645,13,False,4376,Kimo Ahyun,0,1062,1101,2,1271,Judith Whitcomb,0,1030,1014,4,9,4,1999-01-15,False
3646,13,False,4376,Kimo Ahyun,0,1062,1101,2,1095,Regina Wilhite,0,940,905,8,10,4,1999-01-15,False
3647,13,False,4376,Kimo Ahyun,0,1062,1101,2,11,Paula Catanese,0,956,938,6,11,4,1999-01-15,False
3648,13,False,4376,Kimo Ahyun,0,1062,1101,2,1271,Judith Whitcomb,0,1030,1014,4,13,4,1999-01-15,False
3649,13,False,4376,Kimo Ahyun,0,1062,1101,2,2504,Kitty Yamauchi,0,935,969,5,14,4,1999-01-15,False
3650,13,False,4376,Kimo Ahyun,0,1062,1101,2,562,Vince Castellano,0,996,1124,1,15,4,1999-01-15,False
3651,13,False,5940,Sunday Butler,0,984,859,9,562,Vince Castellano,0,996,1124,1,1,4,1999-01-15,False
3652,13,False,5940,Sunday Butler,0,984,859,9,3023,Ruth Barr,0,1001,1039,3,3,4,1999-01-15,False
3653,13,False,5940,Sunday Butler,0,984,859,9,1754,Gonya Matheu,0,717,699,10,4,4,1999-01-15,False
3654,13,False,5940,Sunday Butler,0,984,859,9,1754,Gonya Matheu,0,717,699,10,14,4,1999-01-15,False
3655,13,False,5940,Sunday Butler,0,984,859,9,1754,Gonya Matheu,0,717,699,10,16,4,1999-01-15,False
3656,13,False,9624,Jeff Widergren,0,1894,1883,3,2072,Rita Dady,0,1661,1634,17,1,1,1999-01-15,False
